id,Captions,URL,Class
613,a view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/88597_submitter_file5__IMG20171207073616.jpg,['sliding door']
614,a person is sitting on a bed with a laptop .,http://www.mufoncms.com/files_jeud8334j/88585_submitter_file1__DSC3350.JPG,['yurt']
615,a person holding an umbrella in front of a window .,http://www.mufoncms.com/files_jeud8334j/88585_submitter_file2__DSC3351.JPG,['yurt']
616,a black and white photo of a kite flying in the sky .,http://www.mufoncms.com/files_jeud8334j/88585_submitter_file3__20171206124650.JPG,"['nematode, nematode worm, roundworm']"
617,a person holding a remote control in their hand .,http://www.mufoncms.com/files_jeud8334j/88585_submitter_file4__20171206131419.JPG,['velvet']
618,a large clock tower towering over a city .,http://www.mufoncms.com/files_jeud8334j/88554_submitter_file1__Screenshot20170906170748.png,"['pedestal, plinth, footstall']"
619,a bird flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/88554_submitter_file2__Screenshot20170906170844.png,['vulture']
620,a person on a skate board in the air,http://www.mufoncms.com/files_jeud8334j/88550_submitter_file1__20171203232801.jpg,"['spotlight, spot']"
621,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/88550_submitter_file2__20171204000141.jpg,"['spotlight, spot']"
622,a view of a city street from a window .,http://www.mufoncms.com/files_jeud8334j/88542_submitter_file1__1stShot.jpg,['fountain']
623,a person standing on a beach flying a kite .,http://www.mufoncms.com/files_jeud8334j/88542_submitter_file2__2ndShot.jpg,['castle']
624,a person on a beach flying a kite .,http://www.mufoncms.com/files_jeud8334j/88542_submitter_file3__3rdShot.jpg,"['seashore, coast, seacoast, sea-coast']"
625,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/88542_submitter_file4__1stShotEnhanced.jpg,"['seashore, coast, seacoast, sea-coast']"
626,a person riding a skate board at night,http://www.mufoncms.com/files_jeud8334j/88541_submitter_file1__20171202210829.jpg,"['spotlight, spot']"
627,a person riding a skate board at a skate park,http://www.mufoncms.com/files_jeud8334j/88541_submitter_file2__20171202210833.jpg,"['spotlight, spot']"
628,a man in a black jacket is holding a red light,http://www.mufoncms.com/files_jeud8334j/88535_submitter_file1__UFO0.jpg,"['nematode, nematode worm, roundworm']"
629,a large building with a clock tower on top of it .,http://www.mufoncms.com/files_jeud8334j/88535_submitter_file2__UFO1copy.jpg,['torch']
630,a view of a city street from a window .,http://www.mufoncms.com/files_jeud8334j/88535_submitter_file3__UFO01.jpg,"['nematode, nematode worm, roundworm']"
631,a view of a plane in the sky .,http://www.mufoncms.com/files_jeud8334j/88535_submitter_file4__UFO02.jpg,"['flagpole, flagstaff']"
632,a black and white photo of a white clock,http://www.mufoncms.com/files_jeud8334j/88531_submitter_file1__20171130204526.jpg,"['lampshade, lamp shade']"
633,a view of a city street from a car .,http://www.mufoncms.com/files_jeud8334j/88518_submitter_file1__IMG20171201094421.jpg,"['traffic light, traffic signal, stoplight']"
634,a street sign on a pole on a street,http://www.mufoncms.com/files_jeud8334j/88518_submitter_file2__IMG20171201092647.jpg,['volleyball']
635,a street sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88518_submitter_file3__IMG20171201092644.jpg,['missile']
636,a stop sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88518_submitter_file4__IMG20171201092548.jpg,"['spotlight, spot']"
637,a tall clock tower with a sky background,http://www.mufoncms.com/files_jeud8334j/88491_submitter_file2__MadridPhoto1JPG.JPG,"['bell cote, bell cot']"
638,a tall clock tower with a sky background,http://www.mufoncms.com/files_jeud8334j/88491_submitter_file3__MadridPhoto2.JPG,"['bell cote, bell cot']"
639,a tall clock tower with a sky background,http://www.mufoncms.com/files_jeud8334j/88491_submitter_file4__MadridPhoto3.JPG,"['bell cote, bell cot']"
640,a stop sign on a road with a sky background,http://www.mufoncms.com/files_jeud8334j/88482_submitter_file1__IMG1178.jpg,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
641,a view of a beach with a large body of water .,http://www.mufoncms.com/files_jeud8334j/88482_submitter_file2__IMG1177.jpg,"['seashore, coast, seacoast, sea-coast']"
642,a view of a bridge over a body of water .,http://www.mufoncms.com/files_jeud8334j/88482_submitter_file3__IMG1176.jpg,['car mirror']
643,a kite flying in the sky over a field .,http://www.mufoncms.com/files_jeud8334j/88479_submitter_file1__6.jpg,['rapeseed']
644,a plane flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/88479_submitter_file2__7.jpg,['volcano']
645,a kite flying in the sky over a field .,http://www.mufoncms.com/files_jeud8334j/88479_submitter_file3__8.jpg,"['parachute, chute']"
646,a car driving down a road next to a traffic light .,http://www.mufoncms.com/files_jeud8334j/88479_submitter_file4__9.JPG,['car mirror']
647,a city street at night with a traffic light .,http://www.mufoncms.com/files_jeud8334j/88463_submitter_file1__UFO.jpg,"['cinema, movie theater, movie theatre, movie house, picture palace']"
648,a view of a sunset from the water .,http://www.mufoncms.com/files_jeud8334j/88448_submitter_file1__unnamed5.jpg,['hay']
649,an airplane flying over a city with a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88448_submitter_file2__unnamed11.jpg,['wing']
650,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88448_submitter_file3__unnamed12.jpg,['wing']
651,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/88448_submitter_file4__unnamed8.jpg,"['beacon, lighthouse, beacon light, pharos']"
652,a view of a sunset from the water .,http://www.mufoncms.com/files_jeud8334j/88447_submitter_file1__unnamed5.jpg,['hay']
653,an airplane flying over a city with a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88447_submitter_file2__unnamed11.jpg,['wing']
654,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88447_submitter_file3__unnamed12.jpg,['wing']
655,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/88447_submitter_file4__unnamed8.jpg,"['beacon, lighthouse, beacon light, pharos']"
656,a large building with a clock on it,http://www.mufoncms.com/files_jeud8334j/88444_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg,['steel arch bridge']
657,a large building with a clock tower in the background .,http://www.mufoncms.com/files_jeud8334j/88444_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg,['scoreboard']
658,a man standing in front of a refrigerator .,http://www.mufoncms.com/files_jeud8334j/88444_submitter_file3__PurplelightoverunknownsouthsideofNorthernBlvd.location.jpg,['guillotine']
659,a city street at night with a traffic light .,http://www.mufoncms.com/files_jeud8334j/88444_submitter_file4__PurplelightoverHomeDepotuponexiting.jpg,"['restaurant, eating house, eating place, eatery']"
660,a view of a street with a stop light .,http://www.mufoncms.com/files_jeud8334j/88423_submitter_file1__2412982710155898365443630850091400945730820n.jpg,['crane']
661,a red fire hydrant sitting in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/88406_submitter_file1__4CD188CEC9BB4681863F0E851A600FE5.jpeg,['fountain']
662,a large body of water with a clock on top of it .,http://www.mufoncms.com/files_jeud8334j/88393_submitter_file1__DSC04705.JPG,"['drilling platform, offshore rig']"
663,a large body of water with a boat on top of it .,http://www.mufoncms.com/files_jeud8334j/88393_submitter_file2__DSC04706.JPG,"['drilling platform, offshore rig']"
664,a train on a train track with a sky background,http://www.mufoncms.com/files_jeud8334j/88392_submitter_file2__IMG8564.JPG,"['pay-phone, pay-station']"
665,a plane is flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/88392_submitter_file3__IMG8565.JPG,['geyser']
666,a large building with a clock on it,http://www.mufoncms.com/files_jeud8334j/88384_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg,['steel arch bridge']
667,a large building with a clock tower in the background .,http://www.mufoncms.com/files_jeud8334j/88384_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg,['scoreboard']
668,a bird perched on top of a tree .,http://www.mufoncms.com/files_jeud8334j/88375_submitter_file1__IMG3657.jpg,"['spotlight, spot']"
669,a blurry image of a street light at night .,http://www.mufoncms.com/files_jeud8334j/88375_submitter_file2__IMG365711.jpg,"[""jack-o'-lantern""]"
670,a train traveling down tracks next to a lush green field .,http://www.mufoncms.com/files_jeud8334j/88375_submitter_file3__IMG3663.JPG,['pole']
671,a banana and a cup of coffee on a table .,http://www.mufoncms.com/files_jeud8334j/88356_submitter_file1__UFO1.jpg,['consomme']
672,a traffic light sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/88356_submitter_file2__UFO2.jpg,"['candle, taper, wax light']"
673,a view of a sunset from a plane .,http://www.mufoncms.com/files_jeud8334j/88356_submitter_file3__KireetImage.JPG,['wing']
674,a view of a mountain range with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/88347_submitter_file1__STC0219.JPG,"['valley, vale']"
675,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/88347_submitter_file2__STC0680.JPG,"['lakeside, lakeshore']"
676,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/88347_submitter_file3__STC0681.JPG,['alp']
677,a kite flying in the sky over a field .,http://www.mufoncms.com/files_jeud8334j/88339_submitter_file1__1868511A9D72400EAC12C174BC1382B7.jpeg,['balloon']
678,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88323_submitter_file1__IMG0884.JPG,"['seashore, coast, seacoast, sea-coast']"
679,a person on a beach flying a kite .,http://www.mufoncms.com/files_jeud8334j/88323_submitter_file2__IMG1278.PNG,"['beacon, lighthouse, beacon light, pharos']"
680,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88323_submitter_file3__IMG1279.PNG,"['beacon, lighthouse, beacon light, pharos']"
681,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88323_submitter_file4__IMG1280.PNG,"['beacon, lighthouse, beacon light, pharos']"
682,a white and black airplane in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/88323_submitter_file5__IMG1281.PNG,['geyser']
683,a large building with a clock on it,http://www.mufoncms.com/files_jeud8334j/88321_submitter_file4__IMG20171013084740.jpg,"['patio, terrace']"
684,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/88305_submitter_file1__16.11.04RedObject2FmVideoMoveWider.jpg,"['nematode, nematode worm, roundworm']"
685,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/88305_submitter_file2__16.11.04RedObject2FmVideo.jpg,"['nematode, nematode worm, roundworm']"
686,a black and white photo of a kite flying in the sky .,http://www.mufoncms.com/files_jeud8334j/88305_submitter_file3__16.11.04Photo1a2016.11.04IphoneBrighten4.jpg,"['airship, dirigible']"
687,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88305_submitter_file4__16.11.04RRUMarsMoonVenueSatturnIMG644916.jpg,"['web site, website, internet site, site']"
688,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88305_submitter_file5__16.11.04Photo82016.11.04IphoneTwoRedObjectsApproachVenusDrawing.jpg,"['book jacket, dust cover, dust jacket, dust wrapper']"
689,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/88303_submitter_file1__16.11.04RedLight2FmVideoMoveWider.jpg,"['nematode, nematode worm, roundworm']"
690,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/88303_submitter_file2__16.11.04RedLight2FmVideo.jpg,"['nematode, nematode worm, roundworm']"
691,a black and white photo of a kite flying in the sky .,http://www.mufoncms.com/files_jeud8334j/88303_submitter_file3__16.11.04Photo1a2016.11.04IphoneBrighten4.jpg,"['airship, dirigible']"
692,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88303_submitter_file4__16.11.04RRUMarsMoonVenueSatturnIMG644916.jpg,"['web site, website, internet site, site']"
693,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88303_submitter_file5__16.11.042016Photo82016.11.04IphoneTwoRedObjectsApproachVenusDrawing.jpg,"['book jacket, dust cover, dust jacket, dust wrapper']"
694,a plane flying in the sky over a field,http://www.mufoncms.com/files_jeud8334j/88287_submitter_file1__20171118150455.jpg,['obelisk']
695,a view of a field with a clock tower .,http://www.mufoncms.com/files_jeud8334j/88287_submitter_file2__20171118150504.jpg,['rapeseed']
696,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/88287_submitter_file3__20171119170218.jpg,['kite']
697,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/88287_submitter_file4__20171119211928.jpg,"['puck, hockey puck']"
698,a black and white photo of a man on a horse,http://www.mufoncms.com/files_jeud8334j/88286_submitter_file1__20171122190119.jpg,['military uniform']
699,a person holding a pair of scissors in their hands .,http://www.mufoncms.com/files_jeud8334j/88286_submitter_file2__20171122190131.jpg,['envelope']
700,a white horse grazing on a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/88278_submitter_file1__20170924114700.jpg,"['valley, vale']"
701,a bird flying over a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/88264_submitter_file1__MapUFO.JPG,['alp']
702,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/88261_submitter_file1__13E203D89E8D40CB92BEC9F14AC486EE.jpeg,"['parachute, chute']"
703,a group of planes flying in the sky .,http://www.mufoncms.com/files_jeud8334j/88234_submitter_file4__2017091720.png,['volcano']
704,a large airplane flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/88234_submitter_file5__201709204.png,['volcano']
705,a large building with a clock on it,http://www.mufoncms.com/files_jeud8334j/88197_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg,['steel arch bridge']
706,a large building with a clock tower in the background .,http://www.mufoncms.com/files_jeud8334j/88197_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg,['scoreboard']
